operacao|ctefctef|cnpjctef|empresactef|valorCtef|valorAceitoCaixa
1104193||||nan|0,00
1101691||||nan|0,00
1102132||||nan|0,00
0402225||||nan|0,00
1106128||||nan|0,00
1103211||||nan|0,00
1104147||||nan|0,00
1101737||||nan|0,00
1101196||||nan|0,00
1098405||||nan|0,00
1100509||||nan|0,00
1102673||||nan|0,00
1103314||||nan|0,00
1101150||||nan|0,00
1100217||||nan|0,00
0154603||||nan|0,00
1098202||||nan|0,00
1077034||||nan|0,00
1105587||||nan|0,00
1101840||||nan|0,00
1088607||||nan|0,00
1098923||||nan|0,00
1089271||||nan|0,00
1096931||||nan|0,00
1103855||||nan|0,00
1095365||||nan|0,00
1097051||||nan|0,00
1088395||||nan|0,00
1100632||||nan|0,00
1095059||||nan|0,00
1104711||||nan|0,00
1099968||||nan|0,00
1095700||||nan|0,00
1101983||||nan|0,00
1096241||||nan|0,00
1098282||||nan|0,00
1106938||||nan|0,00
1103237||||nan|0,00
1105252||||nan|0,00
1093662||||nan|0,00
1103549||||nan|0,00
1104419||||nan|0,00
1100091||||nan|0,00
1103008||||nan|0,00
1093201||||nan|0,00
1105023||||nan|0,00
1095136||||nan|0,00
1102796||||nan|0,00
1102547||||nan|0,00
1099464||||nan|0,00
1099215||||nan|0,00
1105464||||nan|0,00
1093058||||nan|0,00
1096118||||nan|0,00
1103778||||nan|0,00
1101073||||nan|0,00
1094532||||nan|0,00
1078843||||nan|0,00
1099450||||nan|0,00
1090745||||nan|0,00
1090204||||nan|0,00
1099756||||nan|0,00
1097592||||nan|0,00
1089961||||nan|0,00
1100781||||nan|0,00
1101322||||nan|0,00
1099158||||nan|0,00
1098617||||nan|0,00
1102945||||nan|0,00
1094595||||nan|0,00
1101425||||nan|0,00
1096516||||nan|0,00
1089022||||nan|0,00
1098508||||nan|0,00
1097512||||nan|0,00
1099527||||nan|0,00
1106357||||nan|0,00
1102398||||nan|0,00
0192874||||nan|0,00
1100383||||nan|0,00
1099387||||nan|0,00
1098909||||nan|0,00
1103918||||nan|0,00
1100924||||nan|0,00
1090496||||nan|0,00
1104482||||nan|0,00
1094996||||nan|0,00
1093121||||nan|0,00
1094455||||nan|0,00
1097990||||nan|0,00
1088504||||nan|0,00
1105816||||nan|0,00
1096988||||nan|0,00
1099049||||nan|0,00
1084568||||nan|0,00
1102962||||nan|0,00
1101903||||nan|0,00
1102444||||nan|0,00
1098846||||nan|0,00
1104004||||nan|0,00
1091020||||nan|0,00
1092016||||nan|0,00
1095929||||nan|0,00
1106019||||nan|0,00
1077598||||nan|0,00
1100861||||nan|0,00
1096533||||nan|0,00
1099865||||nan|0,00
1092895||||nan|0,00
1105879||||nan|0,00
1106420||||nan|0,00
1098007||||nan|0,00
1104256||||nan|0,00
1105478||||nan|0,00
1092494||||nan|0,00
1095992||||nan|0,00
0435384||||nan|0,00
1100320||||nan|0,00
1094658||||nan|0,00
1102484||||nan|0,00
1098986||||nan|0,00
1097466||||nan|0,00
1102381||||nan|0,00
1093138||||nan|0,00
1104545||||nan|0,00
1098053||||nan|0,00
1090974||||nan|0,00
1105776||||nan|0,00
1100907||||nan|0,00
1102530||||nan|0,00
1100366||||nan|0,00
1097097||||nan|0,00
1098093||||nan|0,00
1104757||||nan|0,00
1102029||||nan|0,00
1106082||||nan|0,00
1101339||||nan|0,00
1103503||||nan|0,00
1101488||||nan|0,00
1099324||||nan|0,00
1067671||||nan|0,00
1094721||||nan|0,00
1105541||||nan|0,00
1103377||||nan|0,00
1100798||||nan|0,00
1105298||||nan|0,00
1100280||||nan|0,00
1104067||||nan|0,00
1106231||||nan|0,00
1097575||||nan|0,00
1090911||||nan|0,00
1095411||||nan|0,00
1106772||||nan|0,00
1094870||||nan|0,00
1103589||||nan|0,00
0243940||||nan|0,00
1099261||||nan|0,00
1106921||||nan|0,00
1102593||||nan|0,00
1106835||||nan|0,00
1104671||||nan|0,00
1106984||||nan|0,00
1092228||||nan|0,00
1106294||||nan|0,00
1101966||||nan|0,00
1104130||||nan|0,00
1097638||||nan|0,00
1096407||||nan|0,00
1101276||||nan|0,00
1091538||||nan|0,00
1098571||||nan|0,00
1096948||||nan|0,00
1099112||||nan|0,00
1087751||||nan|0,00
1103440||||nan|0,00
0255450||||nan|0,00
1105604||||nan|0,00
1105063||||nan|0,00
1102899||||nan|0,00
1094784||||nan|0,00
1082882||||nan|0,00
1100735||||nan|0,00
1089188||||nan|0,00
1101923||||nan|0,00
1104840||||nan|0,00
1099006||||nan|0,00
1100572||||nan|0,00
1106191||||nan|0,00
1074887||||nan|0,00
1097701||||nan|0,00
1090539||||nan|0,00
1091890||||nan|0,00
1092059||||nan|0,00
1097655||||nan|0,00
1096327||||nan|0,00
1090585||||nan|0,00
1103274||||nan|0,00
0351740||||nan|0,00
1101754||||nan|0,00
1097847||||nan|0,00
1099175||||nan|0,00
1100449||||nan|0,00
1090662||||nan|0,00
1087668||||nan|0,00
1089142||||nan|0,00
1087983||||nan|0,00
1099052||||nan|0,00
1099198||||nan|0,00
1100403||||nan|0,00
1100526||||nan|0,00
1100672||||nan|0,00
1103174||||nan|0,00
1100257||||nan|0,00
1098929||||nan|0,00
1095099||||nan|0,00
1102238||||nan|0,00
1103566||||nan|0,00
1098883||||nan|0,00
1100718||||nan|0,00
0218433||||nan|0,00
1101800||||nan|0,00
1102046||||nan|0,00
1103128||||nan|0,00
1097801||||nan|0,00
1102192||||nan|0,00
1103758||||nan|0,00
1096181||||nan|0,00
1105922||||nan|0,00
1102092||||nan|0,00
1096281||||nan|0,00
1103320||||nan|0,00
1106314||||nan|0,00
1104648||||nan|0,00
1096135||||nan|0,00
1103712||||nan|0,00
1097217||||nan|0,00
1105876||||nan|0,00
1104794||||nan|0,00
1083154||||nan|0,00
1093848||||nan|0,00
1106583||||nan|0,00
1101010||||nan|0,00
1102361||||nan|0,00
1095199||||nan|0,00
1088252||||nan|0,00
0352347||||nan|0,00
1105730||||nan|0,00
1102882||||nan|0,00
1099636||||nan|0,00
1092972||||nan|0,00
1096573||||nan|0,00
1104356||||nan|0,00
1106752||||nan|0,00
1091621||||nan|0,00
1091498||||nan|0,00
1090147||||nan|0,00
1096888||||nan|0,00
1100134||||nan|0,00
1099321||||nan|0,00
1101485||||nan|0,00
1099444||||nan|0,00
1101608||||nan|0,00
1102690||||nan|0,00
1096012||||nan|0,00
1104917||||nan|0,00
1104525||||nan|0,00
1104027||||nan|0,00
1088873||||nan|0,00
1094054||||nan|0,00
1106875||||nan|0,00
1104133||||nan|0,00
1088481||||nan|0,00
1106483||||nan|0,00
1091790||||nan|0,00
1105401||||nan|0,00
1103835||||nan|0,00
1093264||||nan|0,00
1105501||||nan|0,00
1105999||||nan|0,00
1094930||||nan|0,00
1105109||||nan|0,00
1105607||||nan|0,00
1101279||||nan|0,00
1103443||||nan|0,00
1095620||||nan|0,00
1092374||||nan|0,00
1091292||||nan|0,00
1090018||||nan|0,00
1082524||||nan|0,00
1101093||||nan|0,00
1092935||||nan|0,00
1081551||||nan|0,00
1093908||||nan|0,00
1100074||||nan|0,00
1101047||||nan|0,00
1105292||||nan|0,00
1098554||||nan|0,00
1103964||||nan|0,00
1095637||||nan|0,00
1093954||||nan|0,00
1100901||||nan|0,00
1100028||||nan|0,00
1099573||||nan|0,00
1092434||||nan|0,00
1097326||||nan|0,00
1103818||||nan|0,00
1095806||||nan|0,00
1102298||||nan|0,00
1103649||||nan|0,00
1102567||||nan|0,00
1097157||||nan|0,00
1098362||||nan|0,00
1103772||||nan|0,00
1102736||||nan|0,00
1106566||||nan|0,00
1078571||||nan|0,00
1106374||||nan|0,00
1102129||||nan|0,00
1105046||||nan|0,00
1097472||||nan|0,00
1105438||||nan|0,00
1106520||||nan|0,00
1101110||||nan|0,00
1098491||||nan|0,00
1095491||||nan|0,00
1077097||||nan|0,00
1093081||||nan|0,00
1098345||||nan|0,00
1091853||||nan|0,00
1098992||||nan|0,00
1101156||||nan|0,00
1105484||||nan|0,00
1084236||||nan|0,00
1101548||||nan|0,00
1099381||||nan|0,00
1098299||||nan|0,00
1106958||||nan|0,00
1102630||||nan|0,00
1095743||||nan|0,00
1097907||||nan|0,00
1091415||||nan|0,00
1092497||||nan|0,00
1093018||||nan|0,00
1093516||||nan|0,00
1096244||||nan|0,00
1104402||||nan|0,00
1097738||||nan|0,00
1104900||||nan|0,00
1089580||||nan|0,00
1103191||||nan|0,00
1100964||||nan|0,00
1096719||||nan|0,00
1099965||||nan|0,00
1106629||||nan|0,00
1103383||||nan|0,00
1104210||||nan|0,00
1095245||||nan|0,00
1082962||||nan|0,00
1100655||||nan|0,00
1086855||||nan|0,00
1090270||||nan|0,00
1090791||||nan|0,00
1101654||||nan|0,00
1105939||||nan|0,00
1106108||||nan|0,00
1095182||||nan|0,00
1087024||||nan|0,00
1092265||||nan|0,00
1086526||||nan|0,00
1091873||||nan|0,00
1095574||||nan|0,00
1096072||||nan|0,00
1087416||||nan|0,00
1104857||||nan|0,00
1091744||||nan|0,00
1105355||||nan|0,00
1105547||||nan|0,00
1104465||||nan|0,00
1096264||||nan|0,00
1089772||||nan|0,00
1098820||||nan|0,00
1094492||||nan|0,00
1102109||||nan|0,00
1106437||||nan|0,00
1104273||||nan|0,00
1096656||||nan|0,00
1104963||||nan|0,00
1100635||||nan|0,00
1103881||||nan|0,00
1102799||||nan|0,00
1106045||||nan|0,00
1101717||||nan|0,00
1092437||||nan|0,00
1086603||||nan|0,00
1106500||||nan|0,00
1093078||||nan|0,00
1100904||||nan|0,00
1098033||||nan|0,00
1105859||||nan|0,00
1091558||||nan|0,00
1102301||||nan|0,00
1097987||||nan|0,00
1102942||||nan|0,00
1082527||||nan|0,00
1096513||||nan|0,00
1094598||||nan|0,00
1102424||||nan|0,00
1104339||||nan|0,00
1093596||||nan|0,00
1102988||||nan|0,00
1103775||||nan|0,00
1097154||||nan|0,00
1104980||||nan|0,00
1094475||||nan|0,00
1106377||||nan|0,00
1105295||||nan|0,00
1096467||||nan|0,00
1104462||||nan|0,00
1092560||||nan|0,00
1105813||||nan|0,00
1093911||||nan|0,00
1095116||||nan|0,00
1105936||||nan|0,00
1105026||||nan|0,00
1093124||||nan|0,00
1103944||||nan|0,00
1103257||||nan|0,00
1103506||||nan|0,00
1103898||||nan|0,00
1097910||||nan|0,00
1090084||||nan|0,00
1102378||||nan|0,00
1098551||||nan|0,00
1103460||||nan|0,00
1097469||||nan|0,00
1106815||||nan|0,00
1097515||||nan|0,00
1101986||||nan|0,00
1089002||||nan|0,00
1100466||||nan|0,00
1098302||||nan|0,00
0352364||||nan|0,00
1090725||||nan|0,00
1102627||||nan|0,00
1088564||||nan|0,00
1101545||||nan|0,00
1100463||||nan|0,00
1099384||||nan|0,00
1077349||||nan|0,00
1076267||||nan|0,00
1088956||||nan|0,00
1087087||||nan|0,00
1099776||||nan|0,00
1100071||||nan|0,00
1100858||||nan|0,00
1098989||||nan|0,00
1101153||||nan|0,00
1098425||||nan|0,00
1105421||||nan|0,00
1092686||||nan|0,00
0237780||||nan|0,00
1102504||||nan|0,00
1096433||||nan|0,00
1101342||||nan|0,00
1106062||||nan|0,00
1104070||||nan|0,00
1106297||||nan|0,00
0424372||||nan|0,00
1104588||||nan|0,00
1093519||||nan|0,00
1102175||||nan|0,00
1087685||||nan|0,00
1098113||||nan|0,00
1102816||||nan|0,00
1100824||||nan|0,00
1094160||||nan|0,00
1091996||||nan|0,00
1106769||||nan|0,00
1095385||||nan|0,00
1094724||||nan|0,00
1105544||||nan|0,00
1103380||||nan|0,00
1106626||||nan|0,00
1104213||||nan|0,00
1094034||||nan|0,00
1096198||||nan|0,00
1106895||||nan|0,00
1096075||||nan|0,00
1092952||||nan|0,00
1084173||||nan|0,00
1105985||||nan|0,00
1104903||||nan|0,00
1092829||||nan|0,00
1104731||||nan|0,00
1104854||||nan|0,00
1100589||||nan|0,00
1087605||||nan|0,00
1100340||||nan|0,00
1100197||||nan|0,00
1095869||||nan|0,00
1092076||||nan|0,00
1101906||||nan|0,00
1105215||||nan|0,00
0367936||||nan|0,00
1086523||||nan|0,00
1099258||||nan|0,00
1101671||||nan|0,00
1099507||||nan|0,00
1075703||||nan|0,00
1088687||||nan|0,00
1101422||||nan|0,00
1103586||||nan|0,00
1088295||||nan|0,00
1099115||||nan|0,00
1088830||||nan|0,00
1096951||||nan|0,00
1099948||||nan|0,00
1077177||||nan|0,00
1096702||||nan|0,00
1076095||||nan|0,00
1085441||||nan|0,00
1088358||||nan|0,00
1105670||||nan|0,00
1098176||||nan|0,00
1102753||||nan|0,00
1101734||||nan|0,00
1106689||||nan|0,00
1097203||||nan|0,00
1091369||||nan|0,00
1105624||||nan|0,00
1100715||||nan|0,00
1103632||||nan|0,00
1098222||||nan|0,00
1095305||||nan|0,00
1100214||||nan|0,00
1089331||||nan|0,00
1099696||||nan|0,00
1104651||||nan|0,00
1094286||||nan|0,00
1099241||||nan|0,00
1082384||||nan|0,00
1105169||||nan|0,00
1100260||||nan|0,00
1067628||||nan|0,00
1095760||||nan|0,00
1096324||||nan|0,00
1104605||||nan|0,00
1102613||||nan|0,00
1097721||||nan|0,00
1096639||||nan|0,00
1103131||||nan|0,00
1091229||||nan|0,00
0196415||||nan|0,00
1099178||||nan|0,00
1102676||||nan|0,00
1095242||||nan|0,00
1105687||||nan|0,00
1103068||||nan|0,00
1106706||||nan|0,00
1099132||||nan|0,00
1101797||||nan|0,00
1106125||||nan|0,00
1093722||||nan|0,00
1094223||||nan|0,00
1089895||||nan|0,00
1098159||||nan|0,00
1105733||||nan|0,00
1101594||||nan|0,00
1097658||||nan|0,00
1104150||||nan|0,00
1086838||||nan|0,00
1091166||||nan|0,00
1106251||||nan|0,00
1077366||||nan|0,00
1097595||||nan|0,00
1095697||||nan|0,00
1105232||||nan|0,00
1096576||||nan|0,00
1101531||||nan|0,00
1087920||||nan|0,00
1087041||||nan|0,00
1096387||||nan|0,00
1102550||||nan|0,00
1105043||||nan|0,00
1099304||||nan|0,00
1090977||||nan|0,00
1093894||||nan|0,00
1104542||||nan|0,00
1101296||||nan|0,00
1096905||||nan|0,00
1094913||||nan|0,00
1103569||||nan|0,00
1104024||||nan|0,00
1088249||||nan|0,00
1100323||||nan|0,00
1102315||||nan|0,00
1091667||||nan|0,00
1100088||||nan|0,00
1103005||||nan|0,00
1097924||||nan|0,00
1091432||||nan|0,00
1100841||||nan|0,00
1098285||||nan|0,00
1106941||||nan|0,00
1104777||||nan|0,00
1088186||||nan|0,00
1099759||||nan|0,00
1095431||||nan|0,00
1091103||||nan|0,00
1104087||||nan|0,00
1096842||||nan|0,00
1099367||||nan|0,00
1103695||||nan|0,00
1100386||||nan|0,00
1101468||||nan|0,00
1104714||||nan|0,00
1097140||||nan|0,00
1105796||||nan|0,00
1096058||||nan|0,00
1061199||||nan|0,00
1100778||||nan|0,00
1099069||||nan|0,00
1096450||||nan|0,00
1105106||||nan|0,00
1100151||||nan|0,00
1106188||||nan|0,00
1095823||||nan|0,00
1087794||||nan|0,00
1097532||||nan|0,00
1103397||||nan|0,00
1091495||||nan|0,00
1101860||||nan|0,00
1092122||||nan|0,00
1097014||||nan|0,00
1102587||||nan|0,00
1105504||||nan|0,00
1094097||||nan|0,00
1101236||||nan|0,00
1106855||||nan|0,00
1098365||||nan|0,00
1102633||||nan|0,00
1096968||||nan|0,00
1103938||||nan|0,00
1095663||||nan|0,00
1086958||||nan|0,00
1088355||||nan|0,00
1099839||||nan|0,00
1087127||||nan|0,00
1101113||||nan|0,00
1089998||||nan|0,00
1091057||||nan|0,00
1099716||||nan|0,00
1088647||||nan|0,00
1077240||||nan|0,00
1099885||||nan|0,00
1098534||||nan|0,00
1101067||||nan|0,00
1091518||||nan|0,00
1102925||||nan|0,00
1101359||||nan|0,00
1098242||||nan|0,00
1103861||||nan|0,00
1095740||||nan|0,00
1102879||||nan|0,00
1088816||||nan|0,00
1101405||||nan|0,00
1086835||||nan|0,00
1098196||||nan|0,00
1092454||||nan|0,00
1103815||||nan|0,00
1105335||||nan|0,00
1105673||||nan|0,00
1094266||||nan|0,00
1085361||||nan|0,00
1106609||||nan|0,00
1104107||||nan|0,00
1092992||||nan|0,00
1095494||||nan|0,00
1104445||||nan|0,00
1095156||||nan|0,00
1094220||||nan|0,00
1105627||||nan|0,00
1105381||||nan|0,00
1104153||||nan|0,00
1095202||||nan|0,00
1104399||||nan|0,00
1095448||||nan|0,00
1106563||||nan|0,00
1105089||||nan|0,00
1105919||||nan|0,00
1103002||||nan|0,00
0350830||||nan|0,00
1090765||||nan|0,00
1103523||||nan|0,00
1104568||||nan|0,00
1099301||||nan|0,00
1090980||||nan|0,00
1102218||||nan|0,00
1091641||||nan|0,00
1103692||||nan|0,00
1092331||||nan|0,00
1101651||||nan|0,00
1100177||||nan|0,00
1077363||||nan|0,00
1097598||||nan|0,00
1102341||||nan|0,00
1098611||||nan|0,00
1100652||||nan|0,00
1092162||||nan|0,00
1100775||||nan|0,00
1099470||||nan|0,00
0351537||||nan|0,00
1102049||||nan|0,00
1087419||||nan|0,00
1089583||||nan|0,00
1098780||||nan|0,00
1100944||||nan|0,00
1098903||||nan|0,00
1087542||||nan|0,00
1096261||||nan|0,00
1091933||||nan|0,00
1105166||||nan|0,00
1092039||||nan|0,00
1106732||||nan|0,00
1075889||||nan|0,00
1103400||||nan|0,00
1099072||||nan|0,00
1097137||||nan|0,00
1093805||||nan|0,00
1100054||||nan|0,00
1106042||||nan|0,00
1097827||||nan|0,00
1104860||||nan|0,00
1101528||||nan|0,00
1096155||||nan|0,00
1096845||||nan|0,00
1105750||||nan|0,00
1099009||||nan|0,00
1106148||||nan|0,00
1103984||||nan|0,00
1094787||||nan|0,00
1101820||||nan|0,00
1084502||||nan|0,00
1082736||||nan|0,00
1103294||||nan|0,00
1105458||||nan|0,00
1104276||||nan|0,00
1102112||||nan|0,00
1106440||||nan|0,00
1101757||||nan|0,00
1094927||||nan|0,00
1100761||||nan|0,00
1098840||||nan|0,00
1097844||||nan|0,00
1106025||||nan|0,00
1102066||||nan|0,00
1091916||||nan|0,00
1097535||||nan|0,00
1090705||||nan|0,00
1099055||||nan|0,00
1098886||||nan|0,00
1093622||||nan|0,00
1094618||||nan|0,00
1104983||||nan|0,00
1105979||||nan|0,00
1100360||||nan|0,00
1098013||||nan|0,00
1104505||||nan|0,00
1097675||||nan|0,00
1101588||||nan|0,00
1095096||||nan|0,00
1106503||||nan|0,00
1099318||||nan|0,00
1105152||||nan|0,00
1103277||||nan|0,00
1100283||||nan|0,00
1086314||||nan|0,00
1101634||||nan|0,00
1095142||||nan|0,00
1067920||||nan|0,00
1096616||||nan|0,00
1103108||||nan|0,00
1103231||||nan|0,00
1078285||||nan|0,00
1104751||||nan|0,00
1100423||||nan|0,00
1103755||||nan|0,00
1090273||||nan|0,00
1099533||||nan|0,00
1093144||||nan|0,00
1106457||||nan|0,00
1092394||||nan|0,00
1093868||||nan|0,00
1100114||||nan|0,00
1071146||||nan|0,00
1099487||||nan|0,00
1101007||||nan|0,00
1087525||||nan|0,00
1103171||||nan|0,00
1087479||||nan|0,00
1096138||||nan|0,00
1095892||||nan|0,00
1093284||||nan|0,00
1097366||||nan|0,00
1097612||||nan|0,00
1102235||||nan|0,00
1101176||||nan|0,00
1094512||||nan|0,00
1106915||||nan|0,00
1102172||||nan|0,00
1098259||||nan|0,00
1106394||||nan|0,00
1077223||||nan|0,00
1101697||||nan|0,00
1105398||||nan|0,00
1102693||||nan|0,00
1079928||||nan|0,00
1095723||||nan|0,00
1086898||||nan|0,00
1095554||||nan|0,00
1086589||||nan|0,00
1088372||||nan|0,00
1105610||||nan|0,00
1097260||||nan|0,00
1102003||||nan|0,00
1099424||||nan|0,00
1081614||||nan|0,00
1106088||||nan|0,00
1095511||||nan|0,00
1103924||||nan|0,00
1104167||||nan|0,00
1027757||||nan|0,00
1091332||||nan|0,00
1096785||||nan|0,00
1105441||||nan|0,00
1098949||||nan|0,00
1090121||||nan|0,00
1092806||||nan|0,00
1090642||||nan|0,00
1094206||||nan|0,00
1105567||||nan|0,00
1102862||||nan|0,00
1100698||||nan|0,00
1095680||||nan|0,00
1092763||||nan|0,00
1100008||||nan|0,00
1103340||||nan|0,00
1104336||||nan|0,00
0250332||||nan|0,00
1099902||||nan|0,00
1104230||||nan|0,00
1096201||||nan|0,00
1097197||||nan|0,00
1100529||||nan|0,00
1093559||||nan|0,00
1103446||||nan|0,00
1100592||||nan|0,00
1104920||||nan|0,00
1102756||||nan|0,00
1098428||||nan|0,00
1095617||||nan|0,00
1097781||||nan|0,00
1106978||||nan|0,00
1099945||||nan|0,00
1091289||||nan|0,00
1102650||||nan|0,00
1104814||||nan|0,00
1096307||||nan|0,00
1082982||||nan|0,00
1101591||||nan|0,00
1102232||||nan|0,00
1090871||||nan|0,00
1100240||||nan|0,00
1099361||||nan|0,00
1106546||||nan|0,00
1092391||||nan|0,00
1095308||||nan|0,00
1104293||||nan|0,00
1103629||||nan|0,00
1090230||||nan|0,00
1096659||||nan|0,00
1102278||||nan|0,00
1091704||||nan|0,00
1095262||||nan|0,00
1106669||||nan|0,00
1095849||||nan|0,00
1103752||||nan|0,00
1103675||||nan|0,00
1092932||||nan|0,00
1097841||||nan|0,00
1094283||||nan|0,00
1105982||||nan|0,00
1103111||||nan|0,00
1093224||||nan|0,00
1095803||||nan|0,00
1104631||||nan|0,00
1106623||||nan|0,00
1105149||||nan|0,00
1093788||||nan|0,00
1105690||||nan|0,00
1104585||||nan|0,00
1096095||||nan|0,00
1102570||||nan|0,00
1091412||||nan|0,00
1086254||||nan|0,00
1085375||||nan|0,00
1086895||||nan|0,00
1097718||||nan|0,00
1096141||||nan|0,00
1101050||||nan|0,00
1102524||||nan|0,00
1102819||||nan|0,00
1091163||||nan|0,00
1103065||||nan|0,00
1096782||||nan|0,00
1087436||||nan|0,00
1100758||||nan|0,00
1089351||||nan|0,00
1095600||||nan|0,00
1081525||||nan|0,00
1089689||||nan|0,00
1099779||||nan|0,00
1097615||||nan|0,00
1102773||||nan|0,00
1089397||||nan|0,00
1101299||||nan|0,00
1099135||||nan|0,00
1099284||||nan|0,00
1104923||||nan|0,00
1102006||||nan|0,00
1085547||||nan|0,00
1101863||||nan|0,00
1080758||||nan|0,00
1096908||||nan|0,00
1105564||||nan|0,00
1103214||||nan|0,00
1089059||||nan|0,00
1106961||||nan|0,00
1103878||||nan|0,00
1100297||||nan|0,00
1096218||||nan|0,00
1105229||||nan|0,00
1104688||||nan|0,00
1079925||||nan|0,00
1093327||||nan|0,00
1102696||||nan|0,00
1098946||||nan|0,00
1106254||||nan|0,00
1087021||||nan|0,00
1083440||||nan|0,00
1095434||||nan|0,00
1104090||||nan|0,00
1095677||||nan|0,00
1106105||||nan|0,00
1106795||||nan|0,00
1096510||||nan|0,00
1104170||||nan|0,00
1072202||||nan|0,00
1100838||||nan|0,00
1098076||||nan|0,00
1091578||||nan|0,00
1095906||||nan|0,00
1096367||||nan|0,00
1102404||||nan|0,00
1091043||||nan|0,00
1084545||||nan|0,00
1099699||||nan|0,00
1101465||||nan|0,00
1098133||||nan|0,00
1098382||||nan|0,00
1101714||||nan|0,00
1104382||||nan|0,00
1105793||||nan|0,00
1102155||||nan|0,00
1106397||||nan|0,00
1091827||||nan|0,00
1100532||||nan|0,00
1093450||||nan|0,00
1097200||||nan|0,00
1105856||||nan|0,00
1103337||||nan|0,00
1092517||||nan|0,00
1105338||||nan|0,00
1106334||||nan|0,00
1102421||||nan|0,00
1101402||||nan|0,00
1089045||||nan|0,00
1098531||||nan|0,00
1100406||||nan|0,00
1100546||||nan|0,00
1088644||||nan|0,00
1098368||||nan|0,00
1104319||||nan|0,00
1101926||||nan|0,00
1089185||||nan|0,00
1105839||||nan|0,00
1094432||||nan|0,00
1100005||||nan|0,00
1090519||||nan|0,00
1097011||||nan|0,00
1080678||||nan|0,00
1103941||||nan|0,00
1100947||||nan|0,00
1106380||||nan|0,00
1102467||||nan|0,00
1101880||||nan|0,00
1104459||||nan|0,00
1095952||||nan|0,00
1102985||||nan|0,00
1087124||||nan|0,00
1105000||||nan|0,00
1096925||||nan|0,00
1095537||||nan|0,00
1079221||||nan|0,00
1088707||||nan|0,00
1106898||||nan|0,00
1100068||||nan|0,00
1090582||||nan|0,00
0143448||||nan|0,00
1093914||||nan|0,00
1104396||||nan|0,00
1100469||||nan|0,00
1104797||||nan|0,00
1099928||||nan|0,00
1092102||||nan|0,00
1091515||||nan|0,00
1093436||||nan|0,00
1098594||||nan|0,00
1096430||||nan|0,00
1080695||||nan|0,00
1102922||||nan|0,00
1104937||||nan|0,00
1106271||||nan|0,00
1106812||||nan|0,00
1101943||||nan|0,00
1098445||||nan|0,00
1100609||||nan|0,00
1098548||||nan|0,00
1103463||||nan|0,00
1091561||||nan|0,00
1096971||||nan|0,00
1106858||||nan|0,00
1101448||||nan|0,00
1106317||||nan|0,00
1101989||||nan|0,00
1102836||||nan|0,00
1105753||||nan|0,00
1106749||||nan|0,00
1093373||||nan|0,00
1087422||||nan|0,00
1096078||||nan|0,00
1104734||||nan|0,00
1094847||||nan|0,00
1099590||||nan|0,00
1078342||||nan|0,00
1105275||||nan|0,00
1100131||||nan|0,00
1088896||||nan|0,00
1104044||||nan|0,00
1095388||||nan|0,00
1106208||||nan|0,00
1091475||||nan|0,00
1104216||||nan|0,00
1102295||||nan|0,00
1093639||||nan|0,00
1097552||||nan|0,00
1098116||||nan|0,00
1098657||||nan|0,00
1086755||||nan|0,00
1100821||||nan|0,00
1101362||||nan|0,00
1103526||||nan|0,00
1087602||||nan|0,00
1089766||||nan|0,00
1102507||||nan|0,00
1091687||||nan|0,00
1100343||||nan|0,00
1106443||||nan|0,00
1103048||||nan|0,00
1105212||||nan|0,00
1096556||||nan|0,00
1094392||||nan|0,00
1090307||||nan|0,00
1100884||||nan|0,00
1106686||||nan|0,00
1098030||||nan|0,00
1100194||||nan|0,00
